startYear	YearMinMax	overviewNLP	genres1	leading_role	second_role	third_role	leading_director	production_companies_name_hash_0	directors_hash_1	Title	genres_hash_0	genres_hash_1	genres_hash_2
1958	11.230088495575181	barbara graham woman dubious moral standards often guest seedy bars sentenced petty crimes two men knows murder older woman get caught start think barbara helped police arresting revenge tell police barbara murderer	Biography	Susan Hayward	Simon Oakland	Virginia Vincent	Robert Wise	-1.0	0.0	Je veux vivre!	0.0	0.0	0.0
1994	19.831858407079647	young playwright david shayne obtains funding play gangster nick valenti nick 's girlfriend olive miraculously lands role psychiatrist — but bimbo could never pass psychiatrist — she 's dreadful actress david puts leading man compulsive eater grand dame wants part jazzed olive 's interfering hitman / bodyguard — but eventually must decide whether art life important	Comedy	John Cusack	Dianne Wiest	Jennifer Tilly	Woody Allen	0.0	-1.0	Coups de feu sur Broadway	0.0	0.0	0.0
1968	13.619469026548604	zatoichi runs afoul evil fugitives working corrupt law official	Action	Shintarô Katsu	Kayo Mikimoto	Kyôsuke Machida	Kimiyoshi Yasuda	0.0	0.0	La Légende de Zatoïchi : Le défi	0.0	0.0	0.0
1959	11.469026548672488	love triangle two men desire woman follow three days grouse hunting chase ends violently ?	Drama	Rolf Søder	Bente Børsum	Tor Stokke	Erik Løchen	0.0	0.0	La chasse	0.0	1.0	0.0
2023	26.761061946902593	filmmaker sebastián goes missing mexico city social media celebrity jordan begins searching suspecting cleaning lady sebastián building may something disappearance	Comedy	Jordan Firstman	Catalina Saavedra	Sebastián Silva	Sebastián Silva	2.0	-1.0	Rotting in the Sun	0.0	0.0	0.0
1967	13.380530973451297	movie takes place russia 's civil war reds bolsheviks whites mensheviks andrejka yarinka young betrothed couple village malinovka caught battle lines gritsian leader menshevik band planning attack village yarinka appeals local bolshevik commander faction 's help bolsheviks quickly come plan save village ... plan requires yarinka enter pretend marriage gritsian	Comedy	Vladimir Samoylov	Lyudmila Alfimova	Valentina Nikolaenko	Andrey Tutyshkin	0.0	0.0	Les Noces à Malinovka	0.0	0.0	0.0
2021	26.283185840707898	rakel finds 's six months pregnant one - night stand world changes absolutely ready mother since abortion longer option adoption answer 's ninjababy animated character makes rakel 's life living hell turns	Comedy	Kristine Kujath Thorp	Arthur Berning	Nader Khademi	Yngvild Sve Flikke	1.0	1.0	Ninjababy	0.0	0.0	0.0
1981	16.725663716814125	suburban baltimore housewife 's life upended husband reveals 's serially unfaithful teenage children go wayward meets handsome stranger ...	Comedy	Divine	Tab Hunter	Edith Massey	John Waters	0.0	0.0	Polyester	0.0	0.0	0.0
1956	10.752212389380482	new year 's eve employees economics institute ready annual new year 's entertainment program includes lot dancing singing jazz band performance even magic tricks suddenly announcement made new director elected arriving shortly comrade ogurtsov arrives time review disapprove scheduled entertainment holiday fun different meaning imagines speakers reading annual reports show institute 's progress year perhaps bit serious music something classics played veterans ' orchestra obviously one wants change program hours show much less replace something boring ! everyone team order prevent ogurtsov getting stage trap ogurtsov one way another others perform scheduled pieces celebrate new year 's eve	Comedy	Igor Ilyinsky	Lyudmila Gurchenko	Yuri Belov	Eldar Ryazanov	0.0	0.0	La nuit du carnaval	0.0	0.0	0.0
2009	23.415929203539775	ninjas bloodline limits begin disappearing countries blame points toward fire nation tsunade 's order kakashi sacrificed prevent war inheriting charms left kakashi naruto fights friends foes prevent death changing minds ' ve inherited fire	Action	Junko Takeuchi	Chie Nakamura	Satoshi Hino	Masahiko Murata	0.0	0.0	Naruto Shippuden, le film : La Flamme de la volonté	0.0	0.0	0.0
2009	23.415929203539775	indonesia prepares invade tiny nation east timor five australian based journalists go missing four weeks later veteran foreign correspondent roger east lured east timor young charismatic josé ramos - horta tell story country investigate fate missing men east 's determination uncover truth grows threat invasion intensifie	Biography	Anthony LaPaglia	Oscar Isaac	Damon Gameau	Robert Connolly	1.0	0.0	Conspiration	0.0	1.0	0.0
1986	17.920353982300835	night pencils series kidnappings forced disappearances followed torture rape murder number young students last argentine dictatorship known national reorganization process kidnappings took place course several days beginning september 16 1976	Crime	Alejo García Pintos	Vita Escardó	Pablo Novak	Héctor Olivera	0.0	0.0	La nuit des crayons	0.0	0.0	0.0
1952	9.796460176991076	kanji watanabe middle - aged man worked monotonous bureaucratic position decades learning cancer starts look meaning life	Drama	Takashi Shimura	Nobuo Kaneko	"""Shinichi Himori"""	Akira Kurosawa	0.0	0.0	Vivre	0.0	0.0	0.0
2001	21.50442477876106	age 42 rafael belvedere crisis lives shadow father feels guilty rarely visiting aging mother ex - wife says n't spend enough time daughter yet make commitment girlfriend lowest point minor heart attack reunites juan carlos childhood friend helps rafael reconstruct past	Comedy	Ricardo Darín	Héctor Alterio	Norma Aleandro	Juan José Campanella	1.0	0.0	Le fils de la mariée	0.0	0.0	0.0
2016	25.088495575221188	based true story acclaimed music icon ` ` dalida '' born cairo gained celebrity 50s singing french spanish arabic hebrew german italian playing awarded youssef chahine 's picture ` ` le sixième jour '' later committed suicide 1987 paris selling 130 million records worldwide	Biography	Sveva Alviti	Riccardo Scamarcio	Jean-Paul Rouve	Lisa Azuelos	0.0	0.0	Dalida	0.0	0.0	0.0
1999	21.026548672566356	murat turkish gay youth living berlin turkish ghetto decides come family know yet family even bigger secrets hide	Drama	Gandi Mukli	Baki Davrak	Erdal Yildiz	Kutlug Ataman	0.0	0.0	Lola et Bilidikid	0.0	0.0	0.0
2001	21.50442477876106	man spreads rumor fake homosexuality aid neighbor prevent imminent firing work	Comedy	Daniel Auteuil	Gérard Depardieu	Thierry Lhermitte	Francis Veber	0.0	0.0	Le placard	0.0	0.0	0.0
1992	19.353982300884944	two carefree pals traveling alabama mistakenly arrested charged murder fortunately one cousin 's lawyer vincent gambini former auto mechanic brooklyn passed bar exam sixth try arrives leather - clad girlfriend try first case 's real shock deep south !	Comedy	Joe Pesci	Marisa Tomei	Ralph Macchio	Jonathan Lynn	0.0	0.0	Mon cousin Vinny	0.0	0.0	0.0
1976	15.530973451327416	husband wife lie weekend travel plans show family 's country house lovers	Drama	Anna Karina	Margit Carstensen	Brigitte Mira	Rainer Werner Fassbinder	2.0	0.0	Roulette chinoise	0.0	1.0	0.0
1991	19.115044247787544	greek sea world war ii italian ship leaves handful soldiers little island mission spot enemy ships hold island case attack village island seems abandoned n't single enemy sight soldiers begin relax little things change ship hit destroyed enemy soldiers find abandoned	Comedy	Diego Abatantuono	Claudio Bigagli	Giuseppe Cederna	Gabriele Salvatores	0.0	0.0	Mediterraneo	0.0	0.0	0.0
1949	9.079646017699066	gino monetti ruthless italian - american banker engaged number criminal activities three four grown sons refuse help father stay prison 's arrested questionable business practices three sons take business kick father max lawyer son stays loyal father	Crime	Edward G. Robinson	Susan Hayward	Richard Conte	Joseph L. Mankiewicz	0.0	0.0	La maison des étrangers	0.0	0.0	0.0
1925	3.3451327433628237	harold lamb excited going college working earn spending money practicing college yells learning special way introducing saw movie arrives tate university soon becomes target practical jokes ridicule help one real friend peggy resolves make every possible effort become popular	Comedy	Harold Lloyd	Jobyna Ralston	Brooks Benedict	Fred C. Newmeyer	0.0	0.0	Vive le sport!	0.0	0.0	0.0
1973	14.814159292035313	miles monroe clarinet - playing health food store proprietor revived cryostasis 200 years future world order help rebels fight oppressive government regime	Comedy	Woody Allen	Diane Keaton	John Beck	Woody Allen	0.0	-1.0	Woody et les robots	0.0	1.0	0.0
1999	21.026548672566356	tarzan small orphan raised ape named kala since child believed family expedition jane porter rescued tarzan finds 's human tarzan must make decision family belong ...	Adventure	Tony Goldwyn	Minnie Driver	Brian Blessed	Chris Buck	0.0	0.0	Tarzan	0.0	0.0	0.0
1979	16.247787610619422	rock - and - roll singer mary rose foster 's romantic relationships mental health continuously imperilled demands life road	Drama	Bette Midler	Alan Bates	Frederic Forrest	Mark Rydell	0.0	0.0	The Rose	0.0	0.0	0.0
1993	19.592920353982247	lives beijing family throughout 1950s 1960s experience impact hundred flowers campaign great leap forward cultural revolution	Drama	Tian Yi	Wenyao Zhang	Xiaoman Chen	Zhuangzhuang Tian	0.0	0.0	Le cerf-volant bleu	0.0	0.0	0.0
2005	22.46017699115037	petty thief posing actor brought los angeles unlikely audition finds middle murder investigation along high school dream girl detective 's training upcoming role ...	Comedy	Robert Downey Jr.	Val Kilmer	Michelle Monaghan	Shane Black	0.0	0.0	Kiss Kiss Bang Bang	0.0	1.0	0.0
2007	22.938053097345072	four friends search love happiness working california sandwich shop	Comedy	Elisabeth Harnois	Clea DuVall	Sean Patrick Flanery	David Mackay	1.0	0.0	Ten Inch Hero	0.0	0.0	0.0
1947	8.601769911504366	lt . william seacroft leave italian front arrives new york home ruth wilkins corresponding unknown ruth bill ruth 's younger sister miriam writing letters signing ruth 's name part program keep soldiers ' morale although ruth gotten engaged coworker agrees see bill pretend wrote letters	Comedy	Joan Caulfield	William Holden	Mona Freeman	William D. Russell	0.0	0.0	Le fiancé de ma fiancée	0.0	0.0	0.0
2017	25.32743362831858	ariel well - off childless man gets phone call college girlfriend needs tell couple surprising things first broke twenty years ago pregnant went lovely boy second thing make ariel explore hidden aspects parenthood change life forever	Drama	Ella Armony	Shai Avivi	Shmil Ben Ari	Savi Gabizon	1.0	0.0	Longing	1.0	0.0	0.0
1972	14.57522123893801	earl gurney dies cross - dressing accident schizophrenic son jack inherits gurney estate jack average nobleman sings dances across estate thinks jesus reincarnated believing jack mentally unfit estate gurney family plots steal jack 's inheritance outrageous schemes fail family strives cure jack bizarre behavior disastrous results	Comedy	"""Peter OToole"""	Alastair Sim	Arthur Lowe	Peter Medak	0.0	0.0	Dieu et mon droit	0.0	0.0	0.0
2017	25.32743362831858	four teenagers detention discover old video game console game never heard decide play immediately sucked jungle world jumanji bodies avatars complete adventure lives filled fun thrills danger stuck game forever !	Action	Dwayne Johnson	Karen Gillan	Kevin Hart	Jake Kasdan	0.0	0.0	Jumanji : Bienvenue dans la jungle	0.0	0.0	0.0
2019	25.805309734513195	september 1989 gdr change general mood country life 12 - year - old fritzi changes well best friend sophie fled mother hungary west germany thing fritzi left sophie 's little dog sputnik fritzi misses sophie much little four - legged friend therefore decides bring sputnik sophie one way get strictly guarded border dangerous adventure 12 - year - old girl small dog ...	Animation	Ali Lyons	Oisin Conroy	Lucy Carolan	Matthias Bruhn	-1.0	-1.0	Fritzi	0.0	0.0	0.0
2014	24.61061946902649	set brazil three kids make discovery garbage dump soon find running cops trying right terrible wrong	Adventure	Rickson Tevez	Gabriel Weinstein	Martin Sheen	Stephen Daldry	0.0	0.0	Favelas	0.0	1.0	0.0
1973	14.814159292035313	1940 chaotic running fights french army 7th company disappears nobody knows ' ve taken captive scouting patrol three witty lazy guys escape wanders around behind german lines 'd like stay fights lieutenant urges use captured truck break troops	Action	Jean Lefebvre	Pierre Mondy	Aldo Maccione	Robert Lamoureux	0.0	0.0	Mais où est donc passée la 7ème compagnie ?	0.0	0.0	0.0
2007	22.938053097345072	ishaan awasthi eight - year - old whose world filled wonders one else seems appreciate colours fish dogs kites n't seem important adults much interested things like homework marks neatness ishaan seem get anything right class sent boarding school life changes forever	Drama	Darsheel Safary	Aamir Khan	Tisca Chopra	Aamir Khan	0.0	0.0	Taare Zameen Par	0.0	0.0	0.0
1951	9.557522123893772	story platoon korean war one one corporal denno 's superiors killed comes point must try take command responsibility	Action	Richard Basehart	Gene Evans	"""Michael OShea"""	Samuel Fuller	0.0	0.0	Baïonnette au canon	0.0	0.0	0.0
2019	25.805309734513195	twenty - five - year - old vadym earns living recording selling kinds different sounds nevertheless rather exchange life kyiv better future far - flung canada thus gets generous job offer might help realise dream jumps chance soon sets record sounds animals indigenous ukraine also rare bird native carpathians situation proves somewhat complicated vadym companion trip turns mother … sounds synthesized music score debuting ukrainian director antonio lukich unfolds visually creative road movie demonstrates highly unusual talent constructing tragicomic situations	Comedy	Andriy Lidahovskyi	Irma Vitovska	Iryna Ostrovska	Antonio Lukich	0.0	0.0	Mes pensées sont silencieuses	0.0	0.0	0.0
1954	10.274336283185775	man suffers heart attack sends daughter get medicine providing medicine girl pharmacist discovers unknowingly mixed poisonous elixir reporting happened police chief officer cairo starts intriguing full - fledged campaign save man takes lethal medicine	Drama	Youssef Wahbi	Madihah Yusri	Imad Hamdi	Kamal El Sheikh	0.0	0.0	Vie ou mort	0.0	1.0	0.0
